initials,year_pub,journal_id,volume,issue,first_author,table_no,table_loc,coefficient,std_error,error_type,sample_size,study_type,mult_hyp (Y = 1; N = 0),mult_hyp_corr(Y =1; N = 0),main_results (Y=1; N=0),data_available,code_available,notes,Checking Notes,Keep,checked,"Bayesian (Y=1, N =0)",report_power,mixed_effects
LW,2019,EL,22,4,Delhey,S3,supplement,-0.193,0.062,SE,65,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S3,supplement,0.157,0.129,SE,65,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,-0.542,0.099,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,0.292,0.282,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,0.295,0.099,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,-0.556,0.275,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,-0.11,0.038,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,0.082,0.111,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,-0.438,0.082,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,0.238,0.233,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,0.154,0.178,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,-0.529,0.505,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,-0.107,0.051,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,0.058,0.148,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,-0.651,0.115,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,0.396,0.33,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,0.469,0.126,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,-1.509,0.355,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,-0.356,0.078,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,0.39,0.224,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,-0.548,0.07,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,0.216,0.196,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,0.288,0.169,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,-1.388,0.481,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,-0.305,0.066,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S4,supplement,0.314,0.19,SE,11,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,-0.344,0.102,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,0.159,0.203,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,0.3,0.1,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,-0.5,0.2,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,-0.201,0.073,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,0.369,0.155,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,-0.183,0.105,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,0.016,0.21,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,0.212,0.098,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,-0.383,0.193,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,-0.118,0.067,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,0.183,0.137,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,-0.324,0.092,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,0.126,0.182,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,0.342,0.089,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,-0.796,0.17,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,-0.303,0.065,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,0.334,0.136,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,-0.194,0.1,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,0.026,0.197,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,0.183,0.089,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,-0.477,0.173,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,-0.197,0.063,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,4,Delhey,S5,supplement,0.167,0.131,SE,56,Observational,1,0,0,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,12,Desharnais,1,main,0.138,0.025,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,-0.648,0.056,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,-0.51,0.042,SE,6,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,-0.114,0.027,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,0.522,0.014,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,0.409,0.041,SE,6,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,0.133,0.013,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,-0.617,0.051,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,-0.483,0.038,SE,6,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,-0.166,0.008,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,0.414,0.012,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,0.248,0.016,SE,6,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,0.141,0.022,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,-0.653,0.05,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,-0.511,0.043,SE,6,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,-0.12,0.022,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,0.497,0.006,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,0.377,0.024,SE,6,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,0.131,0.014,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,-0.616,0.051,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,-0.485,0.037,SE,6,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,-0.143,0.033,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,0.418,0.017,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,0.275,0.05,SE,6,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,0.678,0.047,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,-0.065,0.018,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,0.612,0.063,SE,6,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,-0.726,0.049,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,0.017,0.006,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,-0.708,0.043,SE,6,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,0.919,0.028,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,-0.019,0.002,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,0.9,0.03,SE,6,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,0.598,0.035,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,0.136,0.01,SE,3,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,1,main,0.734,0.03,SE,6,Experimental,0,0,1,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,S3,supplement,9.125,0.361,CI,12,Experimental,0,0,0,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,S3,supplement,0.1735,0.0103,CI,12,Experimental,0,0,0,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,S3,supplement,0.03664,0.00204,CI,12,Experimental,0,0,0,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,S3,supplement,0.01478,0.00055,CI,12,Experimental,0,0,0,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,S3,supplement,0.01295,0.00029,CI,12,Experimental,0,0,0,1,1,,,yes,yes,0,0,0
LW,2018,EL,21,12,Desharnais,S3,supplement,0.005116,0.00012,CI,12,Experimental,0,0,0,1,1,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,1,main,-0.716,0.105,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,1,main,-0.345,0.125,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,1,main,-0.074,0.136,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,1,main,-0.236,0.185,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,1,main,-2.188,0.134,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,1,main,-3.754,0.113,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,1,main,-2.407,0.101,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S1.1,supplement,67.544,2.817,SE,928,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,-4.237,0.565,SE,97,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,1.019,0.094,SE,97,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,-4.246,0.395,SE,136,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,0.614,0.045,SE,136,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,-3.864,0.306,SE,82,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,0.951,0.033,SE,82,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,-3.416,0.305,SE,124,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,0.906,0.048,SE,124,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,-38.11,5.033,SE,219,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,0.121,0.085,SE,219,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,0.267,0.038,SE,219,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,-17.586,3.796,SE,254,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,0.505,0.076,SE,254,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,0.12,0.03,SE,254,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,-28.149,2.517,SE,439,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,0.233,0.036,SE,439,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,0.194,0.019,SE,439,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,-19.305,7.829,SE,81,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,0.154,0.173,SE,81,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,0.14,0.058,SE,81,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,-17.682,5.22,SE,115,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,0.647,0.078,SE,115,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,0.109,0.041,SE,115,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,-5.13,0.57,SE,45,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.2,supplement,1.077,0.065,SE,45,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.3,supplement,0.003,0.00000809,SE,2173,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.3,supplement,1.985,0.07,SE,2173,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.4,supplement,1.013,0.009,SE,1620,Observational,1,0,0,0,0,,54 years * 30,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.4,supplement,1.006,0.006,SE,1620,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.4,supplement,0.939,0.01,SE,1620,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.4,supplement,0.926,0.014,SE,1705,Observational,1,0,0,0,0,,55*31,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.4,supplement,1.018,0.01,SE,1705,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S1.4,supplement,0.967,0.015,SE,1705,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S10,supplement,0.207,0.01,SE,22,Observational,1,0,0,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S10,supplement,0.423,0.187,SE,22,Observational,1,0,0,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S10,supplement,-0.672,0.172,SE,22,Observational,1,0,0,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S10,supplement,-0.048,0.189,SE,22,Observational,1,0,0,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S11,supplement,0.181,0.011,SE,22,Observational,1,0,0,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S11,supplement,-0.179,0.029,SE,22,Observational,1,0,0,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S11,supplement,0.008,0.003,SE,22,Observational,1,0,0,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S11,supplement,-0.018,0.003,SE,22,Observational,1,0,0,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S11,supplement,-0.012,0.004,SE,22,Observational,1,0,0,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S12,supplement,0,0.008,SE,22,Observational,1,0,1,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S12,supplement,0.002,0.004,SE,22,Observational,1,0,1,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S12,supplement,0.016,0.011,SE,22,Observational,1,0,1,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S12,supplement,0.657,0.222,SE,22,Observational,1,0,1,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S3,supplement,-0.436,0.041,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S3,supplement,0.177,0.048,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S3,supplement,-0.104,0.047,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S3,supplement,-0.013,0.033,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S3,supplement,-0.168,0.048,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S3,supplement,0.02,0.041,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S3,supplement,0.018,0.04,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S3,supplement,0.016,0.038,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S3,supplement,-0.265,0.046,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S3,supplement,0.377,0.047,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S3,supplement,0.19,0.047,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S3,supplement,-0.108,0.046,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S3,supplement,-0.013,0.033,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S3,supplement,-0.161,0.047,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S3,supplement,0.023,0.043,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S3,supplement,0.019,0.041,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S3,supplement,0.016,0.038,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S4,supplement,0.229,0.137,SE,56,Observational,1,0,1,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S4,supplement,-0.029,0.153,SE,56,Observational,1,0,1,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S4,supplement,0.055,0.176,SE,56,Observational,1,0,1,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S4,supplement,0.054,0.021,SE,56,Observational,1,0,1,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S4,supplement,0.03,0.008,SE,56,Observational,1,0,1,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S4,supplement,0.026,0.008,SE,56,Observational,1,0,1,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S4,supplement,0.049,0.019,SE,56,Observational,1,0,1,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S4,supplement,0.045,0.01,SE,56,Observational,1,0,1,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S4,supplement,0.03,0.009,SE,56,Observational,1,0,1,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S4,supplement,0.048,0.019,SE,56,Observational,1,0,1,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S4,supplement,0.057,0.013,SE,56,Observational,1,0,1,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S4,supplement,0.032,0.011,SE,56,Observational,1,0,1,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S5,supplement,-0.756,0.103,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S5,supplement,-0.269,0.122,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S5,supplement,-2.18,0.121,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S5,supplement,-3.831,0.106,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S5,supplement,-2.359,0.1,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S5,supplement,-0.054,0.012,SE,2411,Observational,1,0,1,0,0,,,yes,yes,0,0,1
LW,2020,EL,23,4,Ehrlen,S6,supplement,-0.372,0.092,SE,606,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S6,supplement,-0.302,0.106,SE,606,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S6,supplement,-0.609,0.128,SE,606,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S6,supplement,-0.504,0.161,SE,606,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S6,supplement,-0.6,0.078,SE,606,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S6,supplement,-0.438,0.183,SE,606,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S6,supplement,-0.448,0.131,SE,606,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S6,supplement,-0.558,0.176,SE,606,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S6,supplement,-0.487,0.218,SE,606,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S6,supplement,-0.373,0.106,SE,606,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S6,supplement,-0.423,0.133,SE,228,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S6,supplement,-0.411,0.111,SE,228,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S6,supplement,-0.5,0.12,SE,228,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S6,supplement,-0.231,0.276,SE,228,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S6,supplement,-0.492,0.164,SE,228,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S6,supplement,-0.696,0.196,SE,228,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S6,supplement,-1.035,0.187,SE,228,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S6,supplement,-0.425,0.322,SE,228,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S6,supplement,-0.668,0.173,SE,228,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S6,supplement,0.048,0.231,SE,228,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S6,supplement,-0.351,0.096,SE,228,Observational,1,0,0,0,0,,,yes,yes,0,0,0
LW,2020,EL,23,4,Ehrlen,S6,supplement,0.282,0.497,SE,228,Observational,1,0,0,0,0,,,yes,yes,0,0,0
