"","initials","year_pub","journal_id","volume","issue","first_author","table_no","table_loc","coefficient","std_error","error_type","sample_size","study_type","mult_hyp..Y...1..N...0.","mult_hyp_corr.Y..1..N...0.","main_results..Y.1..N.0.","data_available","code_available","notes","Checking.Notes","Keep","checked","Bayesian..Y.1..N..0.","report_power","mixed_effects","reason"
"14827","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.065,0.101,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14828","LW",2018,"N",555,NA,"Turner","S5","supplement",0.052,0.118,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14829","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.003,0.082,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14830","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.153,0.105,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14831","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.032,0.111,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14832","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.095,0.1,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14833","LW",2018,"N",555,NA,"Turner","S5","supplement",0.016,0.119,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14834","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.001,0.119,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14835","LW",2018,"N",555,NA,"Turner","S5","supplement",0.052,0.12,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14836","LW",2018,"N",555,NA,"Turner","S5","supplement",0.015,0.118,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14837","LW",2018,"N",555,NA,"Turner","S5","supplement",0.142,0.072,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14838","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.012,0.115,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14839","LW",2018,"N",555,NA,"Turner","S5","supplement",0.035,0.119,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14840","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.045,0.114,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14841","LW",2018,"N",555,NA,"Turner","S5","supplement",0.034,0.118,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14842","LW",2018,"N",555,NA,"Turner","S5","supplement",0.029,0.109,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14843","LW",2018,"N",555,NA,"Turner","S5","supplement",0.007,0.122,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14844","LW",2018,"N",555,NA,"Turner","S5","supplement",0.136,0.1,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14845","LW",2018,"N",555,NA,"Turner","S5","supplement",0.076,0.112,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14846","LW",2018,"N",555,NA,"Turner","S5","supplement",0.01,0.123,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14847","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.03,0.113,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14848","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.039,0.11,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14849","LW",2018,"N",555,NA,"Turner","S5","supplement",0.069,0.113,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14850","LW",2018,"N",555,NA,"Turner","S5","supplement",0.028,0.103,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14851","LW",2018,"N",555,NA,"Turner","S5","supplement",0.002,0.12,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14852","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.004,0.122,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14853","LW",2018,"N",555,NA,"Turner","S5","supplement",0.085,0.102,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14854","LW",2018,"N",555,NA,"Turner","S5","supplement",0.093,0.11,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14855","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.056,0.107,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14856","LW",2018,"N",555,NA,"Turner","S5","supplement",0.048,0.081,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14857","LW",2018,"N",555,NA,"Turner","S5","supplement",0.009,0.087,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14858","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.023,0.085,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14859","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.03,0.12,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14860","LW",2018,"N",555,NA,"Turner","S5","supplement",0.146,0.108,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14861","LW",2018,"N",555,NA,"Turner","S5","supplement",0.024,0.12,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14862","LW",2018,"N",555,NA,"Turner","S5","supplement",0.041,0.101,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14863","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.012,0.116,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14864","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.013,0.117,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14865","LW",2018,"N",555,NA,"Turner","S5","supplement",0.037,0.12,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14866","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.022,0.121,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14867","LW",2018,"N",555,NA,"Turner","S5","supplement",0.065,0.098,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14868","LW",2018,"N",555,NA,"Turner","S5","supplement",0.014,0.12,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14869","LW",2018,"N",555,NA,"Turner","S5","supplement",0.01,0.123,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14870","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.022,0.119,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14871","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.029,0.121,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14872","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.05,0.118,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14873","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.038,0.114,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14874","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.055,0.117,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14875","LW",2018,"N",555,NA,"Turner","S5","supplement",0.016,0.122,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14876","LW",2018,"N",555,NA,"Turner","S5","supplement",0.021,0.119,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14877","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.056,0.113,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14878","LW",2018,"N",555,NA,"Turner","S5","supplement",0.005,0.122,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14879","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.012,0.122,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14880","LW",2018,"N",555,NA,"Turner","S5","supplement",0.035,0.122,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14881","LW",2018,"N",555,NA,"Turner","S5","supplement",0.01,0.123,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14882","LW",2018,"N",555,NA,"Turner","S5","supplement",0.014,0.12,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14883","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.001,0.121,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14884","LW",2018,"N",555,NA,"Turner","S5","supplement",0.024,0.122,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14885","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.034,0.121,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14886","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.059,0.113,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14887","LW",2018,"N",555,NA,"Turner","S5","supplement",0.064,0.117,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14888","LW",2018,"N",555,NA,"Turner","S5","supplement",0.011,0.121,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14889","LW",2018,"N",555,NA,"Turner","S5","supplement",0.025,0.12,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14890","LW",2018,"N",555,NA,"Turner","S5","supplement",0.067,0.115,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14891","LW",2018,"N",555,NA,"Turner","S5","supplement",0.013,0.12,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14892","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.076,0.099,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14893","LW",2018,"N",555,NA,"Turner","S5","supplement",0.048,0.121,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14894","LW",2018,"N",555,NA,"Turner","S5","supplement",0.028,0.106,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14895","LW",2018,"N",555,NA,"Turner","S5","supplement",0.05,0.119,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14896","LW",2018,"N",555,NA,"Turner","S5","supplement",0.012,0.119,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14897","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.001,0.121,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14898","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.031,0.121,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14899","LW",2018,"N",555,NA,"Turner","S5","supplement",0.013,0.117,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14900","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.027,0.111,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14901","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.051,0.099,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14902","LW",2018,"N",555,NA,"Turner","S5","supplement",0.011,0.122,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14903","LW",2018,"N",555,NA,"Turner","S5","supplement",0.028,0.122,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14904","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.021,0.105,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14905","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.059,0.117,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14906","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.063,0.12,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14907","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.016,0.119,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14908","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.037,0.114,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14909","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.007,0.113,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14910","LW",2018,"N",555,NA,"Turner","S5","supplement",0.016,0.123,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14911","LW",2018,"N",555,NA,"Turner","S5","supplement",0.02,0.12,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14912","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.074,0.117,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14913","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.081,0.117,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14914","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.054,0.107,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14915","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.004,0.122,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14916","LW",2018,"N",555,NA,"Turner","S5","supplement",0.1,0.116,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14917","LW",2018,"N",555,NA,"Turner","S5","supplement",0.061,0.117,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14918","LW",2018,"N",555,NA,"Turner","S5","supplement",0.059,0.118,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14919","LW",2018,"N",555,NA,"Turner","S5","supplement",0.009,0.121,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14920","LW",2018,"N",555,NA,"Turner","S5","supplement",0.008,0.108,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14921","LW",2018,"N",555,NA,"Turner","S5","supplement",0.03,0.121,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14922","LW",2018,"N",555,NA,"Turner","S5","supplement",0.004,0.089,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14923","LW",2018,"N",555,NA,"Turner","S5","supplement",0.038,0.095,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14924","LW",2018,"N",555,NA,"Turner","S5","supplement",0.118,0.111,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14925","LW",2018,"N",555,NA,"Turner","S5","supplement",0.052,0.105,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14926","LW",2018,"N",555,NA,"Turner","S5","supplement",0.018,0.121,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14927","LW",2018,"N",555,NA,"Turner","S5","supplement",0.056,0.11,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14928","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.024,0.106,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14929","LW",2018,"N",555,NA,"Turner","S5","supplement",0.152,0.065,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14930","LW",2018,"N",555,NA,"Turner","S5","supplement",0.015,0.113,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14931","LW",2018,"N",555,NA,"Turner","S5","supplement",0.021,0.12,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14932","LW",2018,"N",555,NA,"Turner","S5","supplement",0.007,0.123,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14933","LW",2018,"N",555,NA,"Turner","S5","supplement",0.001,0.113,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14934","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.005,0.119,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14935","LW",2018,"N",555,NA,"Turner","S5","supplement",0.009,0.122,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14936","LW",2018,"N",555,NA,"Turner","S5","supplement",0.024,0.108,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14937","LW",2018,"N",555,NA,"Turner","S5","supplement",0.013,0.122,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14938","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.005,0.122,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14939","LW",2018,"N",555,NA,"Turner","S5","supplement",0,0.122,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14940","LW",2018,"N",555,NA,"Turner","S5","supplement",0.063,0.106,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14941","LW",2018,"N",555,NA,"Turner","S5","supplement",0.081,0.112,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14942","LW",2018,"N",555,NA,"Turner","S5","supplement",0.01,0.116,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14943","LW",2018,"N",555,NA,"Turner","S5","supplement",0.013,0.121,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14944","LW",2018,"N",555,NA,"Turner","S5","supplement",0.018,0.121,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14945","LW",2018,"N",555,NA,"Turner","S5","supplement",0.033,0.121,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14946","LW",2018,"N",555,NA,"Turner","S5","supplement",0.053,0.105,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14947","LW",2018,"N",555,NA,"Turner","S5","supplement",0.003,0.121,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14948","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.172,0.071,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14949","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.007,0.095,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14950","LW",2018,"N",555,NA,"Turner","S5","supplement",0.021,0.116,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14951","LW",2018,"N",555,NA,"Turner","S5","supplement",0.017,0.119,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14952","LW",2018,"N",555,NA,"Turner","S5","supplement",0.023,0.118,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14953","LW",2018,"N",555,NA,"Turner","S5","supplement",0.058,0.108,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14954","LW",2018,"N",555,NA,"Turner","S5","supplement",0.013,0.116,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14955","LW",2018,"N",555,NA,"Turner","S5","supplement",0.058,0.114,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14956","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.011,0.12,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14957","LW",2018,"N",555,NA,"Turner","S5","supplement",0.092,0.105,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14958","LW",2018,"N",555,NA,"Turner","S5","supplement",0.091,0.115,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14959","LW",2018,"N",555,NA,"Turner","S5","supplement",0.003,0.12,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14960","LW",2018,"N",555,NA,"Turner","S5","supplement",0.004,0.109,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14961","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.021,0.113,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14962","LW",2018,"N",555,NA,"Turner","S5","supplement",0.039,0.122,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14963","LW",2018,"N",555,NA,"Turner","S5","supplement",0.004,0.113,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14964","LW",2018,"N",555,NA,"Turner","S5","supplement",0.046,0.111,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14965","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.015,0.115,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14966","LW",2018,"N",555,NA,"Turner","S5","supplement",0.058,0.111,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14967","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.005,0.114,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14968","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.023,0.116,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14969","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.004,0.109,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14970","LW",2018,"N",555,NA,"Turner","S5","supplement",0.106,0.074,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14971","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.036,0.064,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14972","LW",2018,"N",555,NA,"Turner","S5","supplement",0.048,0.119,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14973","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.003,0.12,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14974","LW",2018,"N",555,NA,"Turner","S5","supplement",0.033,0.111,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14975","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.001,0.084,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14976","LW",2018,"N",555,NA,"Turner","S5","supplement",0.023,0.122,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14977","LW",2018,"N",555,NA,"Turner","S5","supplement",0.057,0.112,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14978","LW",2018,"N",555,NA,"Turner","S5","supplement",0.006,0.123,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14979","LW",2018,"N",555,NA,"Turner","S5","supplement",0.018,0.121,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"14980","LW",2018,"N",555,NA,"Turner","S5","supplement",0.009,0.123,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
